,Unnamed: 0,song name,song singer,song country,song country capital,event year,event country,song lyrics,song music,count participant in the event,amount of participant until this year,victories until this year,number song semi final,place semi final,score semi final,higher point in semi final,smaller point in_semi final,count country semi final,count country vote semi final,count country given semi final,day in week semi final,was in final or not,number song final,place final,score final,higher point in final,smaller point in final,count country final,count country vote final,count country given final,day in week final,song broadcaster,perform on internet,count music,count lyrics,until now be in final,win year before,reached the winning trio
1164,1164,Mono I Agapi,Anna Vishy,Cyprus,Nicosia,1982,Harrogate,Anna Vishy,Anna Vishy,18,1,0,-,-,-,-,-,-,-,-,-,1,8,5,85,12,3,18,13,10,Saturday,Cyprus Broadcasting Corporation,0,1,1,1,0,0
1165,1165,Video-video,Brixx,Denmark,Copenhagen,1982,Harrogate,Jens Brixtofte,Jens Brixtofte,18,14,1,-,-,-,-,-,-,-,-,-,1,13,17,5,3,1,18,3,10,Saturday,Danmarks Radio,0,1,1,14,0,0
1166,1166,Nuku Pommiin,Kojo,Finland,Helsinki,1982,Harrogate,Jim Pembroke,Juice Leskinen,18,20,0,-,-,-,-,-,-,-,-,-,1,6,18,0,0,0,18,0,10,Saturday,Yleisradio,0,1,1,20,0,0
1167,1167,Ein Bißchen Frieden,Nicole,Germany,Berlin,1982,Harrogate,Bernd Meinunger,Ralph Siegel,18,27,0,-,-,-,-,-,-,-,-,-,1,18,1,161,12,1,18,16,10,Saturday,ARD,0,1,1,25,0,1
1168,1168,"Here Today, Gone Tomorrow",The Duskeys,Ireland,Dublin,1982,Harrogate,Sally Keating,Sally Keating,18,17,2,-,-,-,-,-,-,-,-,-,1,17,11,49,8,1,18,12,10,Saturday,Radio Telefís Éireann,0,1,1,17,0,0
1169,1169,Hora,Avi Toledano,Israel,Jerusalem,1982,Harrogate,Yoram Tahar-Lev,Avi Toledano,18,8,2,-,-,-,-,-,-,-,-,-,1,15,2,100,12,1,18,15,10,Saturday,IBA,0,1,1,8,0,1
1170,1170,Cour Apres Le Temps,Svetlana,Luxembourg,Luxembourg,1982,Harrogate,Michel Jouveaux,Cyril Assous,18,26,4,-,-,-,-,-,-,-,-,-,1,2,6,78,10,2,18,13,10,Saturday,CLT,0,1,1,24,0,0
1171,1171,Jij En Ik,Bill van Dijk,Netherlands,Amsterdam,1982,Harrogate,Liselore Gerritsen,Dick Bakker,18,27,4,-,-,-,-,-,-,-,-,-,1,16,16,8,5,3,18,2,10,Saturday,Nederlandse Omroep Stichting,0,1,1,25,0,0
1172,1172,Adieu,Jahn Teigen and Anita Skorgan,Norway,Oslo,1982,Harrogate,Herodes Falsk,Jahn Teigen,18,21,0,-,-,-,-,-,-,-,-,-,1,3,12,40,10,2,18,8,10,Saturday,Norsk rikskringkasting,0,1,1,21,0,0
1173,1173,Bem-bom,Doce,Portugal,Lisbon,1982,Harrogate,-,"António A. Pinho, Tózé Brito, Pedro Brito",18,17,0,-,-,-,-,-,-,-,-,-,1,1,13,32,7,1,18,9,10,Saturday,Radiotelevisão Portuguesa,0,3,0,17,0,0
1174,1174,Él,Lucía,Spain,Madrid,1982,Harrogate,Ignacio Román,Paco Cepero,18,21,2,-,-,-,-,-,-,-,-,-,1,12,10,52,10,1,18,9,10,Saturday,Televisión Española,0,1,1,21,0,0
1175,1175,Dag Efter Dag,Chips,Sweden,Stockholm,1982,Harrogate,Monica Forsberg,Lasse Holm,18,21,1,-,-,-,-,-,-,-,-,-,1,9,8,67,8,2,18,14,10,Saturday,Sveriges Television,0,1,1,21,0,0
1176,1176,Amour On T'aime,Arlette Zola,Switzerland,Bern,1982,Harrogate,Pierre Alain,Alain Morisod,18,27,1,-,-,-,-,-,-,-,-,-,1,7,3,97,12,2,18,14,10,Saturday,Schweizerische Radio- und Fernsehgesellschaft,0,1,1,25,0,1
1177,1177,Hani,Neço,Turkey,Ankara,1982,Harrogate,"Olcayto Ahmet Tugsuz, Faik Tugsuz",Olcayto Ahmet Tugsuz,18,4,0,-,-,-,-,-,-,-,-,-,1,5,15,20,8,1,18,6,10,Saturday,TRT,0,1,2,4,0,0
1178,1178,One Step Further,Bardo,United Kingdom,London,1982,Harrogate,Simon Jefferis,Simon Jefferis,18,24,4,-,-,-,-,-,-,-,-,-,1,4,7,76,12,1,18,15,10,Saturday,British Broadcasting Corporation,0,1,1,24,1,0
1179,1179,Halo Halo,Aska,Yugoslavia,Belgrade,1982,Harrogate,Miro Zec,Aleksandar Sanja Ilic,18,17,0,-,-,-,-,-,-,-,-,-,1,14,14,21,12,1,18,5,10,Saturday,JRT,0,1,1,17,0,0
1180,1180,Wenn Du Da Bist,Marty Brem,Austria,Vienna,1981,Dublin,-,Werner Böhmler,20,19,1,-,-,-,-,-,-,-,-,-,1,1,17,20,6,1,20,5,10,Saturday,Österreichischer Rundfunk,0,1,0,19,0,0
1181,1181,Samson,Emly Starr,Belgium,Brussels,1981,Dublin,"Kick Dandy, Els van den Abeele","Kick Dandy, Giuseppe Marchese",20,26,0,-,-,-,-,-,-,-,-,-,1,16,13,40,8,1,20,9,10,Saturday,BRT,0,2,2,24,0,0
1182,1182,Monika,Island,Cyprus,Nicosia,1981,Dublin,Stavros Sideras,Doros Georghiades,20,0,0,-,-,-,-,-,-,-,-,-,1,18,6,69,12,3,20,10,10,Saturday,Cyprus Broadcasting Corporation,0,1,1,0,0,0
1183,1183,Krøller Eller Ej,Debbie Cameron and Tommy Seebach,Denmark,Copenhagen,1981,Dublin,Keld Heick,Tommy Seebach,20,13,1,-,-,-,-,-,-,-,-,-,1,6,11,41,12,1,20,10,10,Saturday,Danmarks Radio,0,1,1,13,0,0
1184,1184,Reggae O.k.,Riki Sorsa,Finland,Helsinki,1981,Dublin,Olli Ojala,Jim Pembroke,20,19,0,-,-,-,-,-,-,-,-,-,1,8,16,27,6,1,20,8,10,Saturday,Yleisradio,0,1,1,19,0,0
1185,1185,Humanahum,Jean Gabilou,France,Paris,1981,Dublin,Joel Gracy,Jean-Paul Cara,20,25,5,-,-,-,-,-,-,-,-,-,1,9,3,125,12,1,20,17,10,Saturday,TF1,0,1,1,23,0,1
1186,1186,Johnny Blue,Lena Valaitis,Germany,Berlin,1981,Dublin,Bernd Meinunger,Ralph Siegel,20,26,0,-,-,-,-,-,-,-,-,-,1,3,2,132,12,2,20,18,10,Saturday,ARD,0,1,1,24,0,1
1187,1187,Feggari Kalokerino,Yiannis Dimitras,Greece,Athens,1981,Dublin,Yiannis Dimitras,Giorgos Niachros,20,6,0,-,-,-,-,-,-,-,-,-,1,17,8,55,10,1,20,11,10,Saturday,Elliniki Radiophonia Tileorassi,0,1,1,6,0,0
1188,1188,Horoscopes,Sheeba,Ireland,Dublin,1981,Dublin,Joe Burkett,Jim Kelly,20,16,2,-,-,-,-,-,-,-,-,-,1,12,5,105,12,1,20,15,10,Saturday,Radio Telefís Éireann,0,1,1,16,1,0
1189,1189,Halaylah,Habibi,Israel,Jerusalem,1981,Dublin,"Shlomit Aharon, Yuval Dor",Shuki Levi,20,7,2,-,-,-,-,-,-,-,-,-,1,5,7,56,8,3,20,10,10,Saturday,IBA,0,1,2,7,1,0
1190,1190,C'est Peut-être Pas L'amérique,Jean-Claude Pascal,Luxembourg,Luxembourg,1981,Dublin,-,"Sophie Makhno, Jean-Claude Villemino",20,25,4,-,-,-,-,-,-,-,-,-,1,4,11,41,10,1,20,9,10,Saturday,CLT,0,2,0,23,0,0
1191,1191,Het Is Een Wonder,Linda Williams,Netherlands,Amsterdam,1981,Dublin,Bart van de Laar,Cees de Wit,20,26,4,-,-,-,-,-,-,-,-,-,1,11,9,51,7,2,20,12,10,Saturday,Nederlandse Omroep Stichting,0,1,1,24,0,0
1192,1192,Aldri I Livet,Finn Kalvik,Norway,Oslo,1981,Dublin,-,Finn Kalvik,20,20,0,-,-,-,-,-,-,-,-,-,1,13,20,0,0,0,20,0,10,Saturday,Norsk rikskringkasting,0,1,0,20,0,0
1193,1193,Play-back,Carlos Paião,Portugal,Lisbon,1981,Dublin,-,Carlos Paião,20,16,0,-,-,-,-,-,-,-,-,-,1,15,18,9,8,1,20,2,10,Saturday,Radiotelevisão Portuguesa,0,1,0,16,0,0
1194,1194,Y Solo Tú,Bacchelli,Spain,Madrid,1981,Dublin,-,Amado Jaén,20,20,2,-,-,-,-,-,-,-,-,-,1,10,14,38,10,2,20,7,10,Saturday,Televisión Española,0,1,0,20,0,0
1195,1195,Fångad I En Dröm,Björn Skifs,Sweden,Stockholm,1981,Dublin,-,"Björn Skifs, Bengt Palmers",20,20,1,-,-,-,-,-,-,-,-,-,1,20,10,50,12,1,20,10,10,Saturday,Sveriges Television,0,2,0,20,0,0
1196,1196,Io Senza Tei,"Peter, Sue and Marc",Switzerland,Bern,1981,Dublin,"Peter Reber, Nella Martinetti",Peter Reber,20,26,1,-,-,-,-,-,-,-,-,-,1,19,4,121,12,1,20,17,10,Saturday,Schweizerische Radio- und Fernsehgesellschaft,0,1,2,24,0,0
1197,1197,Dönme Dolap,Modern Folk Trio and Aysegül,Turkey,Ankara,1981,Dublin,-,Ali Kocatepe,20,3,0,-,-,-,-,-,-,-,-,-,1,2,18,9,5,1,20,3,10,Saturday,TRT,0,1,0,3,0,0
1198,1198,Making Your Mind Up,Bucks Fizz,United Kingdom,London,1981,Dublin,Andy Hill,John Danter,20,23,3,-,-,-,-,-,-,-,-,-,1,14,1,136,12,3,20,19,10,Saturday,British Broadcasting Corporation,0,1,1,23,0,1
1199,1199,Leila,Seid-Memic Vajta,Yugoslavia,Belgrade,1981,Dublin,-,Ranko Boban,20,16,0,-,-,-,-,-,-,-,-,-,1,7,15,35,10,1,20,8,10,Saturday,JRT,0,1,0,16,0,0
1200,1200,Du Bist Musik,Blue Danube,Austria,Vienna,1980,The Hague,-,Klaus-Peter Sattler,19,18,1,-,-,-,-,-,-,-,-,-,1,1,8,64,10,1,19,16,10,Saturday,Österreichischer Rundfunk,0,1,0,18,0,0
1201,1201,Euro-vision,Telex,Belgium,Brussels,1980,The Hague,-,Telex,19,25,0,-,-,-,-,-,-,-,-,-,1,19,17,14,10,1,19,3,10,Saturday,Radio télévision belge de la communauté française,0,1,0,23,0,0
1202,1202,Tænker Altid På Dig,Bamses Venner,Denmark,Copenhagen,1980,The Hague,Flemming Jørgensen,Bjarne Gren-Jensen,19,12,1,-,-,-,-,-,-,-,-,-,1,7,14,25,7,1,19,6,10,Saturday,Danmarks Radio,0,1,1,12,0,0
1203,1203,Huilumies,Vesa-Matti Loiri,Finland,Helsinki,1980,The Hague,Vexi Salmi,Aarno Raninen,19,18,0,-,-,-,-,-,-,-,-,-,1,10,19,6,5,1,19,2,10,Saturday,Yleisradio,0,1,1,18,0,0
1204,1204,"Hé, Hé M'sieurs Dames",Profil,France,Paris,1980,The Hague,"Richard de Bordeaux, Richard Joffo",Sylvano Santorio,19,24,5,-,-,-,-,-,-,-,-,-,1,16,11,45,7,1,19,13,10,Saturday,TF1,0,1,2,22,0,0
1205,1205,Theater,Katja Ebstein,Germany,Berlin,1980,The Hague,Bernd Meinunger,Ralph Siegel,19,25,0,-,-,-,-,-,-,-,-,-,1,12,2,128,12,2,19,16,10,Saturday,ARD,0,1,1,23,0,1
1206,1206,Autostop,Anna Vishy and the Epikouri,Greece,Athens,1980,The Hague,Rony Sofou,Jick Nakassian,19,5,0,-,-,-,-,-,-,-,-,-,1,3,13,30,8,1,19,9,10,Saturday,Elliniki Radiophonia Tileorassi,0,1,1,5,0,0
1207,1207,What's Another Year,Johnny Logan,Ireland,Dublin,1980,The Hague,-,Shay Healy,19,15,1,-,-,-,-,-,-,-,-,-,1,17,1,143,12,1,19,16,10,Saturday,Radio Telefís Éireann,4,1,0,15,0,1
1208,1208,Non So Che Darei,Alan Sorrenti,Italy,Rome,1980,The Hague,-,Alan Sorrenti,19,25,1,-,-,-,-,-,-,-,-,-,1,6,6,87,12,1,19,16,10,Saturday,Radio Audizioni Italiane,0,1,0,23,0,0
1209,1209,Papa Pingouin,Sophie and Magaly,Luxembourg,Luxembourg,1980,The Hague,"Pierre Delanoë, Jean-Paul Cara","Ralph Siegel, Bernd Meinunger",19,24,4,-,-,-,-,-,-,-,-,-,1,4,9,56,8,1,19,11,10,Saturday,CLT,0,2,2,22,0,0
1210,1210,Bitakat Hob,Samira Bensaïd,Morocco,Rabat,1980,The Hague,Malou Rouanne,Abdel Ati Amenna,19,0,0,-,-,-,-,-,-,-,-,-,1,5,18,7,7,7,19,1,10,Saturday,RTM,0,1,1,0,0,0
1211,1211,Amsterdam,Maggie MacNeal,Netherlands,Amsterdam,1980,The Hague,Alex Alberts,"Frans Smit, Sjoukje Smit, Robert Verwey",19,25,4,-,-,-,-,-,-,-,-,-,1,15,5,93,12,1,19,14,10,Saturday,Nederlandse Omroep Stichting,0,3,1,23,0,0
1212,1212,Sámiid Ædnan,Sverre Kjellsberg and Mattis Hætta,Norway,Oslo,1980,The Hague,Ragnar Olsen,Sverre Kjellsberg,19,19,0,-,-,-,-,-,-,-,-,-,1,11,16,15,6,2,19,4,10,Saturday,Norsk rikskringkasting,0,1,1,19,0,0
1213,1213,"Um Grande, Grande Amor",José Cid,Portugal,Lisbon,1980,The Hague,-,José Cid,19,15,0,-,-,-,-,-,-,-,-,-,1,14,7,71,10,1,19,14,10,Saturday,Radiotelevisão Portuguesa,0,1,0,15,0,0
1214,1214,Qué Date Esta Noche,Trigo Limpio,Spain,Madrid,1980,The Hague,-,José Antonio Martin,19,19,2,-,-,-,-,-,-,-,-,-,1,18,12,38,8,2,19,7,10,Saturday,Televisión Española,0,1,0,19,0,0
1215,1215,Just Nu!,Tomas Ledin,Sweden,Stockholm,1980,The Hague,-,Tomas Ledin,19,19,1,-,-,-,-,-,-,-,-,-,1,8,10,47,10,1,19,8,10,Saturday,Sveriges Television,0,1,0,19,0,0
1216,1216,Cinéma,Paola,Switzerland,Bern,1980,The Hague,"Peter Reber, Véronique Müller",Peter Reber,19,25,1,-,-,-,-,-,-,-,-,-,1,9,4,104,12,2,19,16,10,Saturday,Schweizerische Radio- und Fernsehgesellschaft,0,1,2,23,0,0
1217,1217,Petr'oil,Ajda Pekkan,Turkey,Ankara,1980,The Hague,Sanar Yurdatapan,Atilla Ozdemiroglu,19,2,0,-,-,-,-,-,-,-,-,-,1,2,15,23,12,3,19,3,10,Saturday,TRT,0,1,1,2,0,0
1218,1218,Love Enough For Two,Prima Donna,United Kingdom,London,1980,The Hague,-,"Stephanie de Sykes, Stuart Slater",19,22,3,-,-,-,-,-,-,-,-,-,1,13,3,106,12,3,19,15,10,Saturday,British Broadcasting Corporation,0,2,0,22,0,1
1219,1219,Heute In Jerusalem,Christina Simon,Austria,Vienna,1979,Jerusalem,André Heller,Josef Dermoser,19,17,1,-,-,-,-,-,-,-,-,-,1,18,18,5,4,1,19,2,10,Saturday,Österreichischer Rundfunk,0,1,1,17,0,0
1220,1220,Hey Nana,Micha Marah,Belgium,Brussels,1979,Jerusalem,Guy Beyers,Charles Dumolin,19,24,0,-,-,-,-,-,-,-,-,-,1,12,18,5,2,1,19,3,10,Saturday,BRT,0,1,1,22,0,0
1221,1221,Disco Tango,Tommy Seebach,Denmark,Copenhagen,1979,Jerusalem,Keld Heick,Tommy Seebach,19,11,1,-,-,-,-,-,-,-,-,-,1,3,6,76,12,1,19,14,10,Saturday,Danmarks Radio,0,1,1,11,0,0
1222,1222,Katso Sineen Taivaan,Katri-Helena,Finland,Helsinki,1979,Jerusalem,Vexi Salmi,Matti Siitonen,19,17,0,-,-,-,-,-,-,-,-,-,1,5,14,38,8,5,19,6,10,Saturday,Yleisradio,0,1,1,17,0,0
1223,1223,Je Suis L'enfant-soleil,Anne-Marie David,France,Paris,1979,Jerusalem,Eddy Marnay,Hubert Giraud,19,23,5,-,-,-,-,-,-,-,-,-,1,11,3,106,12,1,19,15,10,Saturday,TF1,0,1,1,21,0,1
1224,1224,Dschinghis Khan,Dschinghis Khan,Germany,Berlin,1979,Jerusalem,Bernd Meinunger,Ralph Siegel,19,24,0,-,-,-,-,-,-,-,-,-,1,9,4,86,12,1,19,14,10,Saturday,ARD,0,1,1,22,0,0
1225,1225,Socrates,Elpida,Greece,Athens,1979,Jerusalem,Sotia Tsotou,Doros Georghiades,19,4,0,-,-,-,-,-,-,-,-,-,1,7,8,69,10,1,19,14,10,Saturday,Elliniki Radiophonia Tileorassi,0,1,1,4,0,0
1226,1226,Happy Man,Cathal Dunne,Ireland,Dublin,1979,Jerusalem,-,Cathal Dunne,19,14,1,-,-,-,-,-,-,-,-,-,1,4,5,80,10,3,19,13,10,Saturday,Radio Telefís Éireann,0,1,0,14,0,0
1227,1227,Hallelujah,Milk and Honey,Israel,Jerusalem,1979,Jerusalem,Shimrit Orr,Kobi Oshrat,19,6,1,-,-,-,-,-,-,-,-,-,1,10,1,125,12,1,19,16,10,Saturday,IBA,0,1,1,6,1,1
1228,1228,Raggio Di Luna,Matia Bazar,Italy,Rome,1979,Jerusalem,"Giancarlo Golzi, Salvatore Stellita","Carlo Marrale, Piero Cassano, Antoniella Ruggiero",19,24,1,-,-,-,-,-,-,-,-,-,1,2,15,27,8,3,19,4,10,Saturday,Radio Audizioni Italiane,0,3,2,22,0,0
1229,1229,J'ai Déjà Vu ça Dans Tes Yeux,Jeane Manson,Luxembourg,Luxembourg,1979,Jerusalem,-,Jean Renard,19,23,4,-,-,-,-,-,-,-,-,-,1,13,13,44,10,2,19,10,10,Saturday,CLT,0,1,0,21,0,0
1230,1230,"Notre Vie, C'est La Musique",Laurent Vaguener,Monaco,Monaco,1979,Jerusalem,"Jean Albertini, Didier Barbelivien","Paul de Senneville, Laurent Vaguener",19,20,1,-,-,-,-,-,-,-,-,-,1,6,16,12,4,1,19,5,10,Saturday,TMC,0,2,2,20,0,0
1231,1231,Colorado,Xandra,Netherlands,Amsterdam,1979,Jerusalem,Gerard Cox,"Rob Bolland, Ferdi Bolland",19,24,4,-,-,-,-,-,-,-,-,-,1,14,12,51,10,3,19,10,10,Saturday,Nederlandse Omroep Stichting,0,2,1,22,0,0
1232,1232,Oliver,Anita Skorgan,Norway,Oslo,1979,Jerusalem,Philip Kruse,Anita Skorgan,19,18,0,-,-,-,-,-,-,-,-,-,1,16,11,57,10,1,19,12,10,Saturday,Norsk rikskringkasting,0,1,1,18,0,0
1233,1233,"Sobe, Sobe, Balão Sobe",Manuela Bravo,Portugal,Lisbon,1979,Jerusalem,-,Carlos Nobrega e Sousa,19,14,0,-,-,-,-,-,-,-,-,-,1,1,9,64,10,2,19,13,10,Saturday,Radiotelevisão Portuguesa,0,1,0,14,0,0
1234,1234,Su Canción,Betty Missiego,Spain,Madrid,1979,Jerusalem,-,Fernando Moreno,19,18,2,-,-,-,-,-,-,-,-,-,1,19,2,116,12,1,19,14,10,Saturday,Televisión Española,0,1,0,18,0,1
1235,1235,Satellit,Ted Gärdestad,Sweden,Stockholm,1979,Jerusalem,-,"Kenneth Gärdestad, Ted Gärdestad",19,18,1,-,-,-,-,-,-,-,-,-,1,15,17,8,6,1,19,3,10,Saturday,SR,0,2,0,18,0,0
1236,1236,Trödler Und Co.,"Peter, Sue and Marc and Pfuri, Gorps and Kniri",Switzerland,Bern,1979,Jerusalem,-,Peter Reber,19,24,1,-,-,-,-,-,-,-,-,-,1,8,10,60,12,1,19,10,10,Saturday,Schweizerische Radio- und Fernsehgesellschaft,0,1,0,22,0,0
1237,1237,Mary Ann,Black Lace,United Kingdom,London,1979,Jerusalem,-,Peter Morris,19,21,3,-,-,-,-,-,-,-,-,-,1,17,7,73,10,1,19,12,10,Saturday,British Broadcasting Corporation,0,1,0,21,0,0
1238,1238,Mrs. Caroline Robinson,Springtime,Austria,Vienna,1978,Paris,"Walter Markel, Gerhard Markel, Norbert Niedermayer","Walter Markel, Gerhard Markel",20,16,1,-,-,-,-,-,-,-,-,-,1,19,15,14,5,1,20,5,10,Saturday,Österreichischer Rundfunk,0,2,3,16,0,0
1239,1239,L'amour ça Fait Chanter La Vie,Jean Vallée,Belgium,Brussels,1978,Paris,-,Jean Vallée,20,23,0,-,-,-,-,-,-,-,-,-,1,10,2,125,12,2,20,17,10,Saturday,Radio télévision belge de la communauté française,0,1,0,21,0,1
1240,1240,Boom Boom,Mabel,Denmark,Copenhagen,1978,Paris,-,Mabel,20,10,1,-,-,-,-,-,-,-,-,-,1,16,16,13,6,1,20,4,10,Saturday,Danmarks Radio,0,1,0,10,0,0
1241,1241,Anna Rakkaudelle Tilaisuus,Seija Simola,Finland,Helsinki,1978,Paris,"Reijo Karvonen, Seija Simola",Reijo Karvonen,20,16,0,-,-,-,-,-,-,-,-,-,1,4,18,2,2,2,20,1,10,Saturday,Yleisradio,0,1,2,16,0,0
1242,1242,Il Y Aura Toujours Des Violons,Joël Prévost,France,Paris,1978,Paris,Didier Barbelivien,Gérard Stern,20,22,5,-,-,-,-,-,-,-,-,-,1,6,3,119,12,1,20,19,10,Saturday,TF1,0,1,1,20,1,1
1243,1243,Feuer,Ireen Sheer,Germany,Berlin,1978,Paris,John Möring,"Erich Leissman, Jean Frankfurter",20,23,0,-,-,-,-,-,-,-,-,-,1,13,6,84,12,1,20,14,10,Saturday,ARD,0,2,1,21,0,0
1244,1244,Charlie Chaplin,Tania Tsanaklidou,Greece,Athens,1978,Paris,Yannis Xantoulis,Sakis Tsilikis,20,3,0,-,-,-,-,-,-,-,-,-,1,15,8,66,10,2,20,12,10,Saturday,Elliniki Radiophonia Tileorassi,0,1,1,3,0,0
1245,1245,Born To Sing,Colm T. Wilkinson,Ireland,Dublin,1978,Paris,-,Colm T. Wilkinson,20,13,1,-,-,-,-,-,-,-,-,-,1,1,5,86,12,3,20,11,10,Saturday,Radio Telefís Éireann,0,1,0,13,0,0
1246,1246,Abanibi,Izhar Cohen and the Alphabeta,Israel,Jerusalem,1978,Paris,Ehud Manor,Nurit Hirsh,20,5,0,-,-,-,-,-,-,-,-,-,1,18,1,157,12,3,20,18,10,Saturday,IBA,0,1,1,5,0,1
1247,1247,Questo Amore,Ricchi e Poveri,Italy,Rome,1978,Paris,Sergio Bardotti,"Dario Farina, Mauro Luisini",20,23,1,-,-,-,-,-,-,-,-,-,1,3,12,53,10,1,20,13,10,Saturday,Radio Audizioni Italiane,0,2,1,21,0,0
1248,1248,Parlez-vous Français?,Baccara,Luxembourg,Luxembourg,1978,Paris,"Frank Dostal, Peter Zenter",Rolf Soja,20,22,4,-,-,-,-,-,-,-,-,-,1,17,7,73,12,1,20,12,10,Saturday,CLT,0,1,2,20,0,0
1249,1249,Les Jardins De Monaco,Caline and Olivier Toussaint,Monaco,Monaco,1978,Paris,"Didier Barbelivien, Jean Albertini","Paul de Senneville, Olivier Toussaint",20,19,1,-,-,-,-,-,-,-,-,-,1,14,4,107,12,1,20,17,10,Saturday,TMC,0,2,2,19,0,0
1250,1250,'t Is Ok,Harmony,Netherlands,Amsterdam,1978,Paris,"Toon Gispen, Dick Bakker",Eddy Ouwens,20,23,4,-,-,-,-,-,-,-,-,-,1,11,13,37,12,1,20,8,10,Saturday,Nederlandse Omroep Stichting,0,1,2,21,0,0
1251,1251,Mil Etter Mil,Jahn Teigen,Norway,Oslo,1978,Paris,-,Kai Eide,20,17,0,-,-,-,-,-,-,-,-,-,1,2,20,0,0,0,20,0,10,Saturday,Norsk rikskringkasting,0,1,0,17,0,0
1252,1252,Dai-li-dou,Gemini,Portugal,Lisbon,1978,Paris,Carlos Quintas,Victor Maméde,20,13,0,-,-,-,-,-,-,-,-,-,1,5,17,5,4,1,20,2,10,Saturday,Radiotelevisão Portuguesa,0,1,1,13,0,0
1253,1253,Bailemos Un Vals,José Vélez,Spain,Madrid,1978,Paris,-,"Ramón Arcusa, Manuel de la Calva",20,17,2,-,-,-,-,-,-,-,-,-,1,7,9,65,12,2,20,11,10,Saturday,Televisión Española,0,2,0,17,0,0
1254,1254,Det Blir Alltid Värre Framåt Natten,Björn Skifs,Sweden,Stockholm,1978,Paris,-,Peter Himmelstrand,20,17,1,-,-,-,-,-,-,-,-,-,1,20,14,26,10,3,20,5,10,Saturday,SR,0,1,0,17,0,0
1255,1255,Vivre,Carole Vinci,Switzerland,Bern,1978,Paris,Pierre Alain,Alain Morisod,20,23,1,-,-,-,-,-,-,-,-,-,1,9,9,65,10,1,20,14,10,Saturday,Schweizerische Radio- und Fernsehgesellschaft,0,1,1,21,0,0
1256,1256,Sevinçe,Nazar,Turkey,Ankara,1978,Paris,Hulki Aktunç,"Daghan Baydur, Onno Tunç",20,1,0,-,-,-,-,-,-,-,-,-,1,12,18,2,1,1,20,2,10,Saturday,TRT,0,2,1,1,0,0
1257,1257,The Bad Old Days,Co-Co,United Kingdom,London,1978,Paris,-,"Stephanie de Sykes, Stuart Slater",20,20,3,-,-,-,-,-,-,-,-,-,1,8,11,61,8,2,20,15,10,Saturday,British Broadcasting Corporation,0,2,0,20,0,0
1258,1258,Boom Boom Boomerang,Schmetterlinge,Austria,Vienna,1977,London,E. Lukas Resetarits,"Schuri Herrnstadt, Willi Resetarits and Herbert Zöchling-Tampier",18,15,1,-,-,-,-,-,-,-,-,-,1,4,17,11,5,1,18,4,10,Saturday,Österreichischer Rundfunk,0,2,1,15,0,0
1259,1259,"A Million In One, Two, Three",Dream Express,Belgium,Brussels,1977,London,-,Luc Smets,18,22,0,-,-,-,-,-,-,-,-,-,1,17,7,69,12,3,18,11,10,Saturday,BRT,0,1,0,20,0,0
1260,1260,Lapponia,Monica Aspelund,Finland,Helsinki,1977,London,Monica Aspelund,Aarno Raninen,18,15,0,-,-,-,-,-,-,-,-,-,1,16,10,50,12,2,18,9,10,Saturday,Yleisradio,0,1,1,15,0,0
1261,1261,L'oiseau Et L'enfant,Marie Myriam,France,Paris,1977,London,Joe Garcy,Jean-Paul Cara,18,21,4,-,-,-,-,-,-,-,-,-,1,18,1,136,12,3,18,17,10,Saturday,TF1,0,1,1,19,0,1
1262,1262,Telegram,Silver Convention,Germany,Berlin,1977,London,Michael Kunze,Silvester Levay,18,22,0,-,-,-,-,-,-,-,-,-,1,6,8,55,8,1,18,13,10,Saturday,ARD,0,1,1,20,0,0
1263,1263,Mathema Solfege,"Pascalis, Marianna, Robert and Bessy",Greece,Athens,1977,London,Sevy Tiliakou,Georges Hatzinassios,18,2,0,-,-,-,-,-,-,-,-,-,1,10,5,92,12,1,18,16,10,Saturday,Elliniki Radiophonia Tileorassi,0,1,1,2,0,0
1264,1264,It's Nice To Be In Love Again,The Swarbriggs Plus Two,Ireland,Dublin,1977,London,-,"Tommy Swarbrigg, Jimmy Swarbrigg",18,12,1,-,-,-,-,-,-,-,-,-,1,1,3,119,12,1,18,16,10,Saturday,Radio Telefís Éireann,0,2,0,12,0,1
1265,1265,Ah-haa-vah Hee Shir Lish-naa-yim,Ilanit,Israel,Jerusalem,1977,London,Edna Peleg,Eldad Shrim,18,4,0,-,-,-,-,-,-,-,-,-,1,11,11,49,10,1,18,10,10,Saturday,IBA,0,1,1,4,0,0
1266,1266,Liberà,Mia Martini,Italy,Rome,1977,London,Luigi Albertelli,Salvatore Fabrizio,18,22,1,-,-,-,-,-,-,-,-,-,1,15,13,33,8,2,18,8,10,Saturday,Radio Audizioni Italiane,0,1,1,20,0,0
1267,1267,Frère Jacques,Anne Marie B.,Luxembourg,Luxembourg,1977,London,-,"Guy Béart, Pierre Cour",18,21,4,-,-,-,-,-,-,-,-,-,1,7,16,17,8,2,18,3,10,Saturday,CLT,0,2,0,19,0,0
1268,1268,Une Petite Française,Michèle Torr,Monaco,Monaco,1977,London,Jean Albertini,"Paul de Senneville, Olivier Toussaint",18,18,1,-,-,-,-,-,-,-,-,-,1,2,4,96,12,1,18,16,10,Saturday,TMC,0,2,1,18,0,0
